CARHR000010.1	CARHR172190.1	NA
CARHR001990.1	CARHR080170.1	3.7609
CARHR001990.1	CARHR287520.1	NA
CARHR001990.1	CARHR287500.1	6.7655
CARHR001990.1	CARHR182260.1	4.3684
CARHR001990.1	CARHR182280.1	3.6036
CARHR001990.1	CARHR168510.1	NA
CARHR001990.1	CARHR182290.1	4.0242
CARHR002020.1	CARHR250310.1	1.0967
CARHR002020.1	CARHR172930.1	1.3431
CARHR002020.1	CARHR024550.1	NA
CARHR002020.1	CARHR063180.1	NA
CARHR002020.1	CARHR292630.1	7.0819
CARHR002020.1	CARHR080770.1	NA
CARHR002020.1	CARHR013630.1	NA
CARHR002020.1	CARHR160270.1	NA
CARHR002020.1	CARHR019890.1	NA
CARHR002020.1	CARHR019200.1	NA
CARHR002020.1	CARHR173520.1	NA
CARHR002020.1	CARHR169180.1	8.4089
CARHR002030.1	CARHR077060.1	4.164
CARHR002030.1	CARHR196250.1	6.1048
CARHR002030.1	CARHR149670.1	NA
CARHR002030.1	CARHR127100.1	NA
CARHR002030.1	CARHR031550.1	NA
CARHR002030.1	CARHR085440.1	NA
CARHR002030.1	CARHR195790.1	NA
CARHR002030.1	CARHR208090.1	NA
CARHR002030.1	CARHR203480.1	NA
CARHR002030.1	CARHR179260.1	NA
CARHR002030.1	CARHR278730.1	NA
CARHR002030.1	CARHR115870.1	NA
CARHR002030.1	CARHR225630.1	NA
CARHR002030.1	CARHR240330.1	NA
CARHR002030.1	CARHR247360.1	NA
CARHR002030.1	CARHR222010.1	4.2991
CARHR002030.1	CARHR126400.1	8.2031
CARHR002030.1	CARHR045550.1	7.8687
CARHR002030.1	CARHR231410.1	NA
CARHR002030.1	CARHR259700.1	9.6747
CARHR002030.1	CARHR259700.1	9.6747
CARHR002030.1	CARHR231390.1	8.6658
CARHR002030.1	CARHR231390.1	8.6658
CARHR002030.1	CARHR231400.1	5.002
CARHR002030.1	CARHR231400.1	5.002
CARHR002030.1	CARHR222030.1	NA
CARHR002040.1	CARHR245670.1	7.0868
CARHR002050.1	CARHR250420.1	1.1142
CARHR002050.1	CARHR081380.1	5.2689
CARHR002050.1	CARHR289830.1	5.8551
CARHR002050.1	CARHR080150.1	NA
CARHR002050.1	CARHR186550.1	NA
CARHR002050.1	CARHR166650.1	8.1378
CARHR002050.1	CARHR182410.1	NA
CARHR002060.1	CARHR092030.1	2.1455
CARHR002060.1	CARHR250450.1	0.9641
CARHR002070.1	CARHR002090.1	NA
CARHR002070.1	CARHR002080.1	NA
CARHR002070.1	CARHR035210.1	NA
CARHR002070.1	CARHR139080.1	NA
CARHR002070.1	CARHR136940.1	NA
CARHR002070.1	CARHR082550.1	NA
CARHR002070.1	CARHR219870.1	NA
CARHR002070.1	CARHR244020.1	NA
CARHR002070.1	CARHR082530.1	NA
CARHR002070.1	CARHR082710.1	NA
CARHR002070.1	CARHR167720.1	NA
CARHR002080.1	CARHR035210.1	0.1812
CARHR002080.1	CARHR002070.1	NA
CARHR002080.1	CARHR002090.1	0.1874
CARHR002080.1	CARHR002090.1	0.1874
CARHR002080.1	CARHR184200.1	4.7448
CARHR002080.1	CARHR082550.1	NA
CARHR002080.1	CARHR082540.1	3.9855
CARHR002080.1	CARHR219870.1	NA
CARHR002080.1	CARHR082530.1	NA
CARHR002080.1	CARHR224930.1	NA
CARHR002080.1	CARHR139080.1	NA
CARHR002080.1	CARHR170200.1	NA
CARHR002080.1	CARHR127140.1	NA
CARHR002080.1	CARHR005170.1	NA
CARHR002080.1	CARHR139050.1	NA
CARHR002080.1	CARHR017730.1	NA
CARHR002080.1	CARHR136940.1	NA
CARHR002080.1	CARHR139040.1	NA
CARHR002080.1	CARHR071920.1	NA
CARHR002080.1	CARHR139060.1	7.9038
CARHR002080.1	CARHR058880.1	NA
CARHR002080.1	CARHR244020.1	NA
CARHR002080.1	CARHR082710.1	NA
CARHR002080.1	CARHR260510.1	NA
CARHR002080.1	CARHR139070.1	NA
CARHR002080.1	CARHR074310.1	NA
CARHR002080.1	CARHR135390.1	2.7336
CARHR002080.1	CARHR167720.1	NA
CARHR002080.1	CARHR167730.1	NA
CARHR002080.1	CARHR057300.1	NA
CARHR002080.1	CARHR063660.1	NA
CARHR002080.1	CARHR147630.1	NA
CARHR002080.1	CARHR262260.1	4.6784
CARHR002080.1	CARHR198670.1	NA
CARHR002080.1	CARHR244030.1	NA
CARHR002080.1	CARHR196010.1	NA
CARHR002080.1	CARHR178040.1	NA
CARHR002080.1	CARHR054800.1	NA
CARHR002080.1	CARHR001780.1	NA
CARHR002080.1	CARHR023890.1	NA
CARHR002080.1	CARHR037740.1	NA
CARHR002080.1	CARHR249860.1	NA
CARHR002080.1	CARHR074350.1	8.1582
CARHR002080.1	CARHR240290.1	NA
CARHR002080.1	CARHR240300.1	NA
CARHR002080.1	CARHR010810.1	NA
CARHR002080.1	CARHR052390.1	NA
CARHR002080.1	CARHR199340.1	6.9488
CARHR002080.1	CARHR258940.1	NA
CARHR002080.1	CARHR090830.1	9.2618
CARHR002080.1	CARHR082590.1	NA
CARHR002080.1	CARHR090820.1	NA
CARHR002090.1	CARHR002070.1	NA
CARHR002090.1	CARHR002080.1	NA
CARHR002090.1	CARHR002080.1	NA
CARHR002090.1	CARHR035210.1	0.1251
CARHR002100.1	CARHR250500.1	0.6303
CARHR002100.1	CARHR023670.1	NA
CARHR002100.1	CARHR063970.1	NA
CARHR002100.1	CARHR064650.1	NA
CARHR002100.1	CARHR247760.1	NA
CARHR002100.1	CARHR023230.1	NA
CARHR002100.1	CARHR247770.1	NA
CARHR002100.1	CARHR230940.1	NA
CARHR002100.1	CARHR046540.1	NA
CARHR002100.1	CARHR126940.1	NA
CARHR002100.1	CARHR255560.1	9.1764
CARHR002100.1	CARHR139760.1	NA
CARHR002100.1	CARHR139770.1	NA
CARHR002100.1	CARHR154110.1	2.3356
CARHR002100.1	CARHR020420.1	7.5598
CARHR002100.1	CARHR050230.1	NA
CARHR002100.1	CARHR038920.1	NA
CARHR002100.1	CARHR069070.1	7.7575
CARHR002100.1	CARHR259060.1	NA
CARHR002100.1	CARHR231680.1	NA
CARHR002100.1	CARHR057380.1	NA
CARHR002110.1	CARHR250520.1	0.9735
CARHR002110.1	CARHR142960.1	2.6951
CARHR002110.1	CARHR080050.1	NA
CARHR002110.1	CARHR208290.1	NA
CARHR002110.1	CARHR085300.1	NA
CARHR002110.1	CARHR118350.1	NA
CARHR002110.1	CARHR158080.1	NA
CARHR002110.1	CARHR171120.1	NA
CARHR002110.1	CARHR264260.1	NA
CARHR002110.1	CARHR266490.1	NA
CARHR002110.1	CARHR023650.1	NA
CARHR002110.1	CARHR241260.1	NA
CARHR002110.1	CARHR250510.1	NA
CARHR002110.1	CARHR011870.1	NA
CARHR002110.1	CARHR140450.1	NA
CARHR002110.1	CARHR089480.1	NA
CARHR002110.1	CARHR054440.1	NA
CARHR002110.1	CARHR208300.1	NA
CARHR002110.1	CARHR080060.1	NA
CARHR002110.1	CARHR138120.1	NA
CARHR002110.1	CARHR169420.1	NA
CARHR002110.1	CARHR080040.1	NA
CARHR002110.1	CARHR085290.1	NA
CARHR002110.1	CARHR186350.1	NA
CARHR002110.1	CARHR241270.1	5.2453
CARHR002110.1	CARHR044170.1	NA
CARHR002110.1	CARHR182480.1	NA
CARHR002110.1	CARHR156040.1	NA
CARHR002110.1	CARHR044160.1	NA
CARHR002110.1	CARHR089490.1	NA
CARHR002110.1	CARHR081440.1	NA
CARHR002110.1	CARHR191990.1	NA
CARHR002110.1	CARHR290620.1	NA
CARHR002110.1	CARHR203640.1	NA
CARHR002110.1	CARHR011880.1	NA
CARHR002110.1	CARHR142400.1	NA
CARHR002110.1	CARHR278610.1	NA
CARHR002110.1	CARHR172510.1	NA
CARHR002110.1	CARHR089500.1	NA
CARHR002110.1	CARHR044150.1	NA
CARHR002110.1	CARHR265360.1	NA
CARHR002110.1	CARHR193170.1	NA
CARHR002110.1	CARHR131010.1	NA
CARHR002110.1	CARHR152290.1	NA
CARHR002110.1	CARHR092310.1	4.0906
CARHR002110.1	CARHR112560.1	4.5331
CARHR002110.1	CARHR004800.1	NA
CARHR002110.1	CARHR100070.1	5.0189
CARHR002110.1	CARHR205730.1	NA
CARHR002110.1	CARHR142680.1	8.0297
CARHR002110.1	CARHR173850.1	NA
CARHR002110.1	CARHR205720.1	6.8193
CARHR002110.1	CARHR268900.1	NA
CARHR002110.1	CARHR055110.1	NA
CARHR002110.1	CARHR055080.1	NA
CARHR002110.1	CARHR055070.1	NA
CARHR002110.1	CARHR150290.1	3.3311
CARHR002120.1	CARHR002130.1	NA
CARHR002130.1	CARHR250560.1	1.094
CARHR002130.1	CARHR002120.1	NA
CARHR002180.1	CARHR250700.1	0.6462
CARHR002180.1	CARHR009010.1	NA
CARHR002180.1	CARHR158390.1	NA
CARHR002190.1	CARHR228900.1	2.2252
CARHR002190.1	CARHR173010.1	1.7792
CARHR002190.1	CARHR101350.1	1.7699
CARHR002190.1	CARHR052700.1	2.2604
CARHR002190.1	CARHR173030.1	1.9335
CARHR002190.1	CARHR173020.1	1.8483
CARHR002190.1	CARHR025410.1	2.9772
CARHR002190.1	CARHR093390.1	NA
CARHR002190.1	CARHR052460.1	NA
CARHR002190.1	CARHR093400.1	NA
CARHR002190.1	CARHR267850.1	7.2718
CARHR002190.1	CARHR139610.1	NA
CARHR002190.1	CARHR178250.1	8.5257
CARHR002190.1	CARHR050510.1	8.1221
CARHR002190.1	CARHR050500.1	8.5162
CARHR002190.1	CARHR050520.1	NA
CARHR002190.1	CARHR170440.1	NA
CARHR002190.1	CARHR187250.1	NA
CARHR002190.1	CARHR187260.1	NA
CARHR002190.1	CARHR228500.1	NA
CARHR002190.1	CARHR139630.1	5.6764
CARHR002190.1	CARHR216220.1	NA
CARHR002190.1	CARHR139640.1	NA
CARHR002190.1	CARHR150030.1	6.982
CARHR002190.1	CARHR259760.1	3.731
CARHR002190.1	CARHR139620.1	6.17
CARHR002190.1	CARHR041650.1	NA
CARHR002190.1	CARHR170430.1	NA
CARHR002190.1	CARHR184910.1	NA
CARHR002190.1	CARHR139650.1	NA
CARHR002190.1	CARHR069490.1	8.2675
CARHR002190.1	CARHR000090.1	NA
CARHR002190.1	CARHR083620.1	NA
CARHR002190.1	CARHR083610.1	NA
CARHR002190.1	CARHR077690.1	8.878
CARHR002190.1	CARHR222620.1	6.6959
CARHR002190.1	CARHR097320.1	NA
CARHR002190.1	CARHR139660.1	9.9238
CARHR002190.1	CARHR139670.1	5.6694
CARHR002190.1	CARHR042540.1	5.3335
CARHR002190.1	CARHR292100.1	1.7958
CARHR002190.1	CARHR195440.1	NA
CARHR002190.1	CARHR202860.1	NA
CARHR002190.1	CARHR184960.1	NA
CARHR002190.1	CARHR041640.1	NA
CARHR002190.1	CARHR185620.1	3.8964
CARHR002190.1	CARHR101380.1	NA
CARHR002190.1	CARHR184950.1	9.2032
CARHR002190.1	CARHR289920.1	NA
CARHR002190.1	CARHR184940.1	NA
CARHR002190.1	CARHR185630.1	NA
CARHR002200.1	CARHR133650.1	NA
CARHR002240.1	CARHR250770.1	0.6226
CARHR002240.1	CARHR232270.1	7.2657
CARHR002240.1	CARHR235690.1	NA
CARHR002240.1	CARHR046810.1	NA
CARHR002240.1	CARHR265830.1	NA
CARHR002240.1	CARHR095260.1	NA
CARHR002240.1	CARHR040190.1	NA
CARHR002240.1	CARHR235410.1	5.2423
CARHR002240.1	CARHR266680.1	NA
CARHR002240.1	CARHR074160.1	NA
CARHR002240.1	CARHR148340.1	NA
CARHR002240.1	CARHR140690.1	NA
CARHR002240.1	CARHR128650.1	NA
CARHR002240.1	CARHR008120.1	NA
CARHR002240.1	CARHR120220.1	NA
CARHR002240.1	CARHR163070.1	NA
CARHR002240.1	CARHR163070.1	NA
CARHR002240.1	CARHR272090.1	NA
CARHR002240.1	CARHR272090.1	NA
CARHR002240.1	CARHR166810.1	NA
CARHR002240.1	CARHR166810.1	NA
CARHR002240.1	CARHR236780.1	4.4777
CARHR002240.1	CARHR180990.1	NA
CARHR002240.1	CARHR110650.1	3.8291
CARHR002240.1	CARHR036180.1	NA
CARHR002240.1	CARHR114870.1	NA
CARHR002240.1	CARHR017030.1	NA
CARHR002240.1	CARHR017030.1	NA
CARHR002240.1	CARHR075310.1	NA
CARHR002240.1	CARHR075310.1	NA
CARHR002240.1	CARHR192860.1	NA
CARHR002240.1	CARHR079920.1	NA
CARHR002240.1	CARHR204520.1	NA
CARHR002240.1	CARHR008990.1	NA
CARHR002240.1	CARHR044050.1	NA
CARHR002240.1	CARHR272100.1	NA
CARHR002240.1	CARHR124470.1	NA
CARHR002240.1	CARHR040310.1	8.443
CARHR002240.1	CARHR284880.1	NA
CARHR002240.1	CARHR006040.1	NA
CARHR002240.1	CARHR002330.1	NA
CARHR002240.1	CARHR266240.1	NA
CARHR002240.1	CARHR272800.1	NA
CARHR002240.1	CARHR091500.1	NA
CARHR002240.1	CARHR076420.1	9.7278
CARHR002240.1	CARHR155660.1	NA
CARHR002240.1	CARHR007280.1	NA
CARHR002240.1	CARHR068820.1	NA
CARHR002240.1	CARHR231350.1	NA
CARHR002240.1	CARHR146000.1	NA
CARHR002240.1	CARHR146000.1	NA
CARHR002240.1	CARHR005470.1	NA
CARHR002240.1	CARHR192840.1	NA
CARHR002240.1	CARHR122360.1	NA
CARHR002240.1	CARHR073220.1	NA
CARHR002240.1	CARHR090100.1	NA
CARHR002240.1	CARHR278550.1	NA
CARHR002240.1	CARHR228460.1	NA
CARHR002240.1	CARHR192850.1	NA
CARHR002270.1	CARHR250820.1	1.0156
CARHR002270.1	CARHR002280.1	3.913
CARHR002270.1	CARHR143110.1	3.6815
CARHR002270.1	CARHR039910.1	3.0324
CARHR002270.1	CARHR195990.1	NA
CARHR002270.1	CARHR077210.1	NA
CARHR002270.1	CARHR124340.1	NA
CARHR002270.1	CARHR124350.1	NA
CARHR002280.1	CARHR002270.1	NA
CARHR002280.1	CARHR250820.1	4.9334
CARHR002280.1	CARHR143110.1	5.4082
CARHR002280.1	CARHR124350.1	NA
CARHR002280.1	CARHR039910.1	1.8418
CARHR002280.1	CARHR124340.1	NA
CARHR002280.1	CARHR195990.1	3.0477
CARHR002280.1	CARHR077210.1	3.8687
CARHR002300.1	CARHR008580.1	NA
CARHR002300.1	CARHR094530.1	NA
CARHR002300.1	CARHR040300.1	8.1401
CARHR002300.1	CARHR259530.1	NA
CARHR002300.1	CARHR047640.1	NA
CARHR002300.1	CARHR268430.1	NA
CARHR002300.1	CARHR234500.1	3.4279
CARHR002300.1	CARHR039160.1	NA
CARHR002310.1	CARHR041260.1	0.2757
CARHR002310.1	CARHR250860.1	0.8664
CARHR002310.1	CARHR041250.1	0.2005
CARHR002310.1	CARHR062660.1	NA
CARHR002310.1	CARHR025050.1	NA
CARHR002310.1	CARHR175580.1	NA
CARHR002320.1	CARHR173180.1	7.0343
CARHR002320.1	CARHR173180.1	7.0343
CARHR002330.1	CARHR272090.1	NA
CARHR002330.1	CARHR272090.1	NA
CARHR002330.1	CARHR163070.1	NA
CARHR002330.1	CARHR163070.1	NA
CARHR002330.1	CARHR075310.1	NA
CARHR002330.1	CARHR017030.1	NA
CARHR002330.1	CARHR204520.1	NA
CARHR002330.1	CARHR166810.1	NA
CARHR002330.1	CARHR166810.1	NA
CARHR002330.1	CARHR146000.1	NA
CARHR002330.1	CARHR044050.1	NA
CARHR002330.1	CARHR079920.1	NA
CARHR002330.1	CARHR008990.1	NA
CARHR002330.1	CARHR074160.1	NA
CARHR002330.1	CARHR192860.1	NA
CARHR002330.1	CARHR272100.1	NA
CARHR002330.1	CARHR110650.1	NA
CARHR002330.1	CARHR124470.1	NA
CARHR002330.1	CARHR040310.1	NA
CARHR002330.1	CARHR006040.1	NA
CARHR002330.1	CARHR036180.1	NA
CARHR002330.1	CARHR284880.1	NA
CARHR002330.1	CARHR236780.1	NA
CARHR002330.1	CARHR180990.1	NA
CARHR002330.1	CARHR007280.1	NA
CARHR002330.1	CARHR040190.1	NA
CARHR002330.1	CARHR005470.1	NA
CARHR002330.1	CARHR095260.1	NA
CARHR002330.1	CARHR140690.1	NA
CARHR002330.1	CARHR148340.1	NA
CARHR002330.1	CARHR076420.1	NA
CARHR002330.1	CARHR128650.1	NA
CARHR002330.1	CARHR120220.1	NA
CARHR002330.1	CARHR046810.1	NA
CARHR002330.1	CARHR090100.1	NA
CARHR002330.1	CARHR008120.1	NA
CARHR002330.1	CARHR272800.1	NA
CARHR002330.1	CARHR114870.1	NA
CARHR002330.1	CARHR122360.1	NA
CARHR002330.1	CARHR091500.1	NA
CARHR002330.1	CARHR155660.1	NA
CARHR002330.1	CARHR192840.1	NA
CARHR002330.1	CARHR266240.1	NA
CARHR002330.1	CARHR002240.1	NA
CARHR002330.1	CARHR265830.1	NA
CARHR002330.1	CARHR278550.1	NA
CARHR002330.1	CARHR231350.1	NA
CARHR002330.1	CARHR235690.1	NA
CARHR002330.1	CARHR232270.1	NA
CARHR002330.1	CARHR250770.1	NA
CARHR002330.1	CARHR252620.1	NA
CARHR002330.1	CARHR266680.1	NA
CARHR002330.1	CARHR228460.1	NA
CARHR002330.1	CARHR235410.1	NA
CARHR002330.1	CARHR068820.1	NA
CARHR002330.1	CARHR192850.1	NA
CARHR002330.1	CARHR078520.1	NA
CARHR002340.1	CARHR193850.1	NA
CARHR002340.1	CARHR193890.1	NA
CARHR002340.1	CARHR193880.1	3.8548
CARHR002340.1	CARHR193870.1	4.2585
CARHR002340.1	CARHR193830.1	NA
CARHR002350.1	CARHR143260.1	5.2202
CARHR002350.1	CARHR182940.1	NA
CARHR002350.1	CARHR082870.1	9.2124
CARHR002350.1	CARHR082960.1	NA
CARHR002350.1	CARHR280220.1	NA
CARHR002350.1	CARHR159050.1	NA
CARHR002350.1	CARHR029810.1	NA
CARHR002350.1	CARHR123970.1	NA
CARHR002350.1	CARHR040510.1	NA
CARHR002350.1	CARHR284790.1	NA
CARHR002350.1	CARHR199840.1	NA
CARHR002350.1	CARHR281180.1	NA
CARHR002350.1	CARHR151220.1	NA
CARHR002350.1	CARHR160380.1	NA
CARHR002350.1	CARHR239740.1	NA
CARHR002350.1	CARHR280150.1	NA
CARHR002350.1	CARHR245980.1	NA
CARHR002350.1	CARHR203050.1	NA
CARHR002350.1	CARHR060550.1	NA
CARHR002350.1	CARHR147470.1	NA
CARHR002350.1	CARHR173530.1	6.9859
CARHR002350.1	CARHR114510.1	NA
CARHR002350.1	CARHR042930.1	NA
CARHR002350.1	CARHR278260.1	NA
CARHR002350.1	CARHR278260.1	NA
CARHR002350.1	CARHR090650.1	NA
CARHR002380.1	CARHR250880.1	0.8787
CARHR002380.1	CARHR117840.1	8.5245
CARHR002380.1	CARHR271820.1	NA
CARHR002390.1	CARHR250950.1	1.2974
CARHR002390.1	CARHR116020.1	NA
CARHR002390.1	CARHR240180.1	NA
CARHR002390.1	CARHR004450.1	NA
CARHR002390.1	CARHR144150.1	NA
CARHR002390.1	CARHR217300.1	NA
CARHR002390.1	CARHR015450.1	NA
CARHR002390.1	CARHR270990.1	NA
CARHR002390.1	CARHR233450.1	NA
CARHR002400.1	CARHR046210.1	7.6562
CARHR002400.1	CARHR249680.1	NA
CARHR002410.1	CARHR250960.1	0.5199
CARHR002410.1	CARHR140720.1	NA
CARHR002410.1	CARHR053750.1	NA
CARHR002410.1	CARHR171310.1	NA
CARHR002410.1	CARHR194490.1	NA
CARHR002420.1	CARHR250990.1	0.9572
CARHR002420.1	CARHR291650.1	4.3146
CARHR002420.1	CARHR221210.1	NA
CARHR002420.1	CARHR222220.1	4.4976
CARHR002430.1	CARHR251010.1	1.1638
CARHR002430.1	CARHR251010.1	1.1638
CARHR002430.1	CARHR221290.1	4.7329
CARHR002430.1	CARHR098630.1	3.4245
CARHR002430.1	CARHR113750.1	NA
CARHR002430.1	CARHR009690.1	NA
CARHR002430.1	CARHR053800.1	NA
CARHR002440.1	CARHR103920.1	NA
CARHR002450.1	CARHR062160.1	4.0163
CARHR002450.1	CARHR061860.1	8.4508
CARHR002480.1	CARHR251140.1	0.5494
CARHR002490.1	CARHR199660.1	NA
CARHR002510.1	CARHR251180.1	0.9142
CARHR002530.1	CARHR074600.1	NA
CARHR002540.1	CARHR251260.1	0.8098
CARHR002540.1	CARHR251250.1	0.7981
CARHR002540.1	CARHR251220.1	0.7634
CARHR002540.1	CARHR251230.1	0.8687
CARHR002540.1	CARHR251240.1	0.7112
CARHR002560.1	CARHR193920.1	3.1177
CARHR002570.1	CARHR220360.1	2.7213
CARHR002570.1	CARHR220350.1	4.0501
CARHR002570.1	CARHR241790.1	NA
CARHR002570.1	CARHR265720.1	4.7704
CARHR002570.1	CARHR036920.1	NA
CARHR002570.1	CARHR105250.1	NA
CARHR002580.1	CARHR227350.1	0.3786
CARHR002590.1	CARHR005950.1	0.0849
CARHR002590.1	CARHR251270.1	0.8228
CARHR002600.1	CARHR025430.1	0.6907
CARHR002600.1	CARHR142610.1	0.6517
CARHR002600.1	CARHR142620.1	1.3056
CARHR002600.1	CARHR189760.1	1.6425
CARHR002600.1	CARHR011680.1	0.8813
CARHR002600.1	CARHR172640.1	2.0577
CARHR002610.1	CARHR005930.1	0.0873
CARHR002610.1	CARHR142610.1	0.6529
CARHR002610.1	CARHR025430.1	0.799
CARHR002610.1	CARHR142620.1	1.0075
CARHR002610.1	CARHR172640.1	2.3764
CARHR002610.1	CARHR189730.1	1.7501
CARHR002610.1	CARHR189760.1	1.3814
CARHR002620.1	CARHR005920.1	NA
CARHR002620.1	CARHR260080.1	NA
CARHR002620.1	CARHR134850.1	NA
CARHR002630.1	CARHR002700.1	NA
CARHR002680.1	CARHR003300.1	0.9131
CARHR002680.1	CARHR003300.1	0.9131
CARHR002680.1	CARHR005160.1	0.6732
CARHR002680.1	CARHR005160.1	0.6732
CARHR002680.1	CARHR289910.1	NA
CARHR002680.1	CARHR289910.1	NA
CARHR002700.1	CARHR002630.1	NA
CARHR002710.1	CARHR251300.1	0.856
CARHR002710.1	CARHR227180.1	NA
CARHR002710.1	CARHR274060.1	NA
CARHR002720.1	CARHR218610.1	3.5494
CARHR002730.1	CARHR054740.1	0.5983
CARHR002730.1	CARHR054000.1	0.4269
CARHR002730.1	CARHR120580.1	NA
CARHR002740.1	CARHR251390.1	0.6416
CARHR002740.1	CARHR031980.1	NA
CARHR002740.1	CARHR129480.1	NA
CARHR002740.1	CARHR129480.1	NA
CARHR002750.1	CARHR258460.1	5.8922
CARHR002760.1	CARHR055840.1	4.7362
CARHR002760.1	CARHR268040.1	4.5313
CARHR002770.1	CARHR213330.1	6.8957
CARHR002770.1	CARHR134190.1	NA
CARHR002770.1	CARHR157470.1	NA
CARHR002770.1	CARHR277420.1	NA
CARHR002770.1	CARHR046060.1	NA
CARHR002770.1	CARHR077500.1	NA
CARHR002770.1	CARHR195650.1	NA
CARHR002770.1	CARHR135260.1	NA
CARHR002770.1	CARHR195640.1	NA
CARHR002780.1	CARHR154050.1	1.1166
CARHR002780.1	CARHR263060.1	0.7992
CARHR002790.1	CARHR251400.1	0.6823
CARHR002790.1	CARHR092970.1	NA
CARHR002790.1	CARHR169890.1	NA
CARHR002790.1	CARHR118480.1	NA
CARHR002790.1	CARHR118480.1	NA
CARHR002790.1	CARHR118480.1	NA
CARHR002790.1	CARHR033100.1	NA
CARHR002790.1	CARHR161370.1	NA
CARHR002790.1	CARHR161370.1	NA
CARHR002790.1	CARHR205970.1	NA
CARHR002790.1	CARHR205970.1	NA
CARHR002790.1	CARHR205970.1	NA
CARHR002790.1	CARHR276010.1	NA
CARHR002790.1	CARHR105700.1	NA
CARHR002790.1	CARHR291350.1	NA
CARHR002790.1	CARHR291350.1	NA
CARHR002790.1	CARHR291340.1	NA
CARHR002790.1	CARHR291340.1	NA
CARHR002790.1	CARHR166250.1	NA
CARHR002790.1	CARHR274990.1	NA
CARHR002790.1	CARHR087120.1	NA
CARHR002790.1	CARHR281380.1	4.4243
CARHR002790.1	CARHR264360.1	NA
CARHR002790.1	CARHR178200.1	NA
CARHR002790.1	CARHR178200.1	NA
CARHR002790.1	CARHR178200.1	NA
CARHR002790.1	CARHR178200.1	NA
CARHR002790.1	CARHR178200.1	NA
CARHR002790.1	CARHR215580.1	NA
CARHR002790.1	CARHR205870.1	NA
CARHR002790.1	CARHR205870.1	NA
CARHR002790.1	CARHR205870.1	NA
CARHR002790.1	CARHR205870.1	NA
CARHR002790.1	CARHR118160.1	NA
CARHR002790.1	CARHR118160.1	NA
CARHR002790.1	CARHR027940.1	2.9085
CARHR002790.1	CARHR027940.1	2.9085
CARHR002790.1	CARHR027940.1	2.9085
CARHR002790.1	CARHR027940.1	2.9085
CARHR002790.1	CARHR027940.1	2.9085
CARHR002790.1	CARHR027940.1	2.9085
CARHR002790.1	CARHR017840.1	5.1932
CARHR002790.1	CARHR017840.1	5.1932
CARHR002790.1	CARHR017840.1	5.1932
CARHR002790.1	CARHR017840.1	5.1932
CARHR002790.1	CARHR279690.1	NA
CARHR002790.1	CARHR279690.1	NA
CARHR002790.1	CARHR279690.1	NA
CARHR002790.1	CARHR279690.1	NA
CARHR002790.1	CARHR279690.1	NA
CARHR002790.1	CARHR064660.1	NA
CARHR002790.1	CARHR284640.1	NA
CARHR002790.1	CARHR284640.1	NA
CARHR002790.1	CARHR284640.1	NA
CARHR002790.1	CARHR284640.1	NA
CARHR002790.1	CARHR229650.1	NA
CARHR002790.1	CARHR291280.1	NA
CARHR002790.1	CARHR259810.1	NA
CARHR002790.1	CARHR259810.1	NA
CARHR002790.1	CARHR259810.1	NA
CARHR002790.1	CARHR008490.1	NA
CARHR002790.1	CARHR008490.1	NA
CARHR002790.1	CARHR008490.1	NA
CARHR002790.1	CARHR008490.1	NA
CARHR002790.1	CARHR175480.1	NA
CARHR002790.1	CARHR175480.1	NA
CARHR002790.1	CARHR175480.1	NA
CARHR002790.1	CARHR175480.1	NA
CARHR002790.1	CARHR175480.1	NA
CARHR002790.1	CARHR033050.1	NA
CARHR002790.1	CARHR149660.1	NA
CARHR002790.1	CARHR149660.1	NA
CARHR002790.1	CARHR149660.1	NA
CARHR002790.1	CARHR058940.1	NA
CARHR002790.1	CARHR006530.1	NA
CARHR002790.1	CARHR245640.1	NA
CARHR002790.1	CARHR069040.1	NA
CARHR002790.1	CARHR069040.1	NA
CARHR002790.1	CARHR069040.1	NA
CARHR002790.1	CARHR292940.1	NA
CARHR002790.1	CARHR140550.1	NA
CARHR002790.1	CARHR269410.1	2.1603
CARHR002790.1	CARHR269410.1	2.1603
CARHR002790.1	CARHR269410.1	2.1603
CARHR002790.1	CARHR279700.1	NA
CARHR002790.1	CARHR226970.1	NA
CARHR002790.1	CARHR226970.1	NA
CARHR002790.1	CARHR226970.1	NA
CARHR002790.1	CARHR034540.1	NA
CARHR002790.1	CARHR034540.1	NA
CARHR002790.1	CARHR034540.1	NA
CARHR002790.1	CARHR034540.1	NA
CARHR002790.1	CARHR158740.1	NA
CARHR002790.1	CARHR158740.1	NA
CARHR002790.1	CARHR158740.1	NA
CARHR002790.1	CARHR099900.1	NA
CARHR002790.1	CARHR099900.1	NA
CARHR002790.1	CARHR099900.1	NA
CARHR002790.1	CARHR099900.1	NA
CARHR002790.1	CARHR099900.1	NA
CARHR002790.1	CARHR115450.1	NA
CARHR002790.1	CARHR115450.1	NA
CARHR002790.1	CARHR115450.1	NA
CARHR002790.1	CARHR115450.1	NA
CARHR002790.1	CARHR033850.1	NA
CARHR002790.1	CARHR033850.1	NA
CARHR002790.1	CARHR033850.1	NA
CARHR002790.1	CARHR033850.1	NA
CARHR002790.1	CARHR018360.1	NA
CARHR002790.1	CARHR018360.1	NA
CARHR002790.1	CARHR018360.1	NA
